subset_indices,subset_bitmask,num_features,accuracy,error_hE,penalty_hP,fitness_h
"(3, 6, 8, 9)",0001001011000,4,0.7037037037037037,0.2962962962962963,0.04,0.33629629629629626
"(3, 6, 8, 9, 12)",0001001011001,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 6, 8, 9, 11)",0001001011010,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 6, 8, 9, 11, 12)",0001001011011,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 6, 8, 9, 10)",0001001011100,5,0.654320987654321,0.345679012345679,0.05,0.395679012345679
"(3, 6, 8, 9, 10, 12)",0001001011101,6,0.7160493827160493,0.28395061728395066,0.06,0.34395061728395065
"(3, 6, 8, 9, 10, 11)",0001001011110,6,0.7530864197530864,0.24691358024691357,0.06,0.30691358024691356
"(3, 6, 8, 9, 10, 11, 12)",0001001011111,7,0.7777777777777778,0.2222222222222222,0.07,0.2922222222222222
"(3, 6, 7)",0001001100000,3,0.6049382716049383,0.3950617283950617,0.03,0.42506172839506173
"(3, 6, 7, 12)",0001001100001,4,0.7037037037037037,0.2962962962962963,0.04,0.33629629629629626
"(3, 6, 7, 11)",0001001100010,4,0.7283950617283951,0.2716049382716049,0.04,0.3116049382716049
"(3, 6, 7, 11, 12)",0001001100011,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 6, 7, 10)",0001001100100,4,0.6666666666666666,0.33333333333333337,0.04,0.37333333333333335
"(3, 6, 7, 10, 12)",0001001100101,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 6, 7, 10, 11)",0001001100110,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 6, 7, 10, 11, 12)",0001001100111,6,0.7654320987654321,0.23456790123456794,0.06,0.29456790123456794
"(3, 6, 7, 9)",0001001101000,4,0.7160493827160493,0.28395061728395066,0.04,0.32395061728395064
"(3, 6, 7, 9, 12)",0001001101001,5,0.7901234567901234,0.2098765432098766,0.05,0.2598765432098766
"(3, 6, 7, 9, 11)",0001001101010,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 6, 7, 9, 11, 12)",0001001101011,6,0.8271604938271605,0.1728395061728395,0.06,0.2328395061728395
"(3, 6, 7, 9, 10)",0001001101100,5,0.7283950617283951,0.2716049382716049,0.05,0.3216049382716049
"(3, 6, 7, 9, 10, 12)",0001001101101,6,0.7530864197530864,0.24691358024691357,0.06,0.30691358024691356
"(3, 6, 7, 9, 10, 11)",0001001101110,6,0.7160493827160493,0.28395061728395066,0.06,0.34395061728395065
"(3, 6, 7, 9, 10, 11, 12)",0001001101111,7,0.8271604938271605,0.1728395061728395,0.07,0.2428395061728395
"(3, 6, 7, 8)",0001001110000,4,0.6790123456790124,0.32098765432098764,0.04,0.3609876543209876
"(3, 6, 7, 8, 12)",0001001110001,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 6, 7, 8, 11)",0001001110010,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 6, 7, 8, 11, 12)",0001001110011,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 6, 7, 8, 10)",0001001110100,5,0.654320987654321,0.345679012345679,0.05,0.395679012345679
"(3, 6, 7, 8, 10, 12)",0001001110101,6,0.7530864197530864,0.24691358024691357,0.06,0.30691358024691356
"(3, 6, 7, 8, 10, 11)",0001001110110,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 6, 7, 8, 10, 11, 12)",0001001110111,7,0.8148148148148148,0.18518518518518523,0.07,0.25518518518518524
"(3, 6, 7, 8, 9)",0001001111000,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 6, 7, 8, 9, 12)",0001001111001,6,0.8148148148148148,0.18518518518518523,0.06,0.24518518518518523
"(3, 6, 7, 8, 9, 11)",0001001111010,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 6, 7, 8, 9, 11, 12)",0001001111011,7,0.8024691358024691,0.19753086419753085,0.07,0.26753086419753086
"(3, 6, 7, 8, 9, 10)",0001001111100,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 6, 7, 8, 9, 10, 12)",0001001111101,7,0.7654320987654321,0.23456790123456794,0.07,0.30456790123456795
"(3, 6, 7, 8, 9, 10, 11)",0001001111110,7,0.7407407407407407,0.2592592592592593,0.07,0.3292592592592593
"(3, 6, 7, 8, 9, 10, 11, 12)",0001001111111,8,0.8518518518518519,0.14814814814814814,0.08,0.22814814814814816
"(3, 5)",0001010000000,2,0.5555555555555556,0.4444444444444444,0.02,0.46444444444444444
"(3, 5, 12)",0001010000001,3,0.691358024691358,0.308641975308642,0.03,0.33864197530864204
"(3, 5, 11)",0001010000010,3,0.7654320987654321,0.23456790123456794,0.03,0.26456790123456797
"(3, 5, 11, 12)",0001010000011,4,0.7654320987654321,0.23456790123456794,0.04,0.2745679012345679
"(3, 5, 10)",0001010000100,3,0.5308641975308642,0.4691358024691358,0.03,0.4991358024691358
"(3, 5, 10, 12)",0001010000101,4,0.6049382716049383,0.3950617283950617,0.04,0.4350617283950617
"(3, 5, 10, 11)",0001010000110,4,0.654320987654321,0.345679012345679,0.04,0.385679012345679
"(3, 5, 10, 11, 12)",0001010000111,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 5, 9)",0001010001000,3,0.6296296296296297,0.37037037037037035,0.03,0.4003703703703704
"(3, 5, 9, 12)",0001010001001,4,0.7037037037037037,0.2962962962962963,0.04,0.33629629629629626
"(3, 5, 9, 11)",0001010001010,4,0.7407407407407407,0.2592592592592593,0.04,0.2992592592592593
"(3, 5, 9, 11, 12)",0001010001011,5,0.8271604938271605,0.1728395061728395,0.05,0.22283950617283949
"(3, 5, 9, 10)",0001010001100,4,0.6172839506172839,0.3827160493827161,0.04,0.42271604938271606
"(3, 5, 9, 10, 12)",0001010001101,5,0.654320987654321,0.345679012345679,0.05,0.395679012345679
"(3, 5, 9, 10, 11)",0001010001110,5,0.691358024691358,0.308641975308642,0.05,0.358641975308642
"(3, 5, 9, 10, 11, 12)",0001010001111,6,0.8271604938271605,0.1728395061728395,0.06,0.2328395061728395
"(3, 5, 8)",0001010010000,3,0.6419753086419753,0.3580246913580247,0.03,0.38802469135802475
"(3, 5, 8, 12)",0001010010001,4,0.7037037037037037,0.2962962962962963,0.04,0.33629629629629626
"(3, 5, 8, 11)",0001010010010,4,0.7407407407407407,0.2592592592592593,0.04,0.2992592592592593
"(3, 5, 8, 11, 12)",0001010010011,5,0.8024691358024691,0.19753086419753085,0.05,0.24753086419753084
"(3, 5, 8, 10)",0001010010100,4,0.6296296296296297,0.37037037037037035,0.04,0.41037037037037033
"(3, 5, 8, 10, 12)",0001010010101,5,0.7283950617283951,0.2716049382716049,0.05,0.3216049382716049
"(3, 5, 8, 10, 11)",0001010010110,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 5, 8, 10, 11, 12)",0001010010111,6,0.8024691358024691,0.19753086419753085,0.06,0.25753086419753085
"(3, 5, 8, 9)",0001010011000,4,0.691358024691358,0.308641975308642,0.04,0.348641975308642
"(3, 5, 8, 9, 12)",0001010011001,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 5, 8, 9, 11)",0001010011010,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 5, 8, 9, 11, 12)",0001010011011,6,0.8271604938271605,0.1728395061728395,0.06,0.2328395061728395
"(3, 5, 8, 9, 10)",0001010011100,5,0.6419753086419753,0.3580246913580247,0.05,0.4080246913580247
"(3, 5, 8, 9, 10, 12)",0001010011101,6,0.7160493827160493,0.28395061728395066,0.06,0.34395061728395065
"(3, 5, 8, 9, 10, 11)",0001010011110,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 5, 8, 9, 10, 11, 12)",0001010011111,7,0.8024691358024691,0.19753086419753085,0.07,0.26753086419753086
"(3, 5, 7)",0001010100000,3,0.6049382716049383,0.3950617283950617,0.03,0.42506172839506173
"(3, 5, 7, 12)",0001010100001,4,0.691358024691358,0.308641975308642,0.04,0.348641975308642
"(3, 5, 7, 11)",0001010100010,4,0.7407407407407407,0.2592592592592593,0.04,0.2992592592592593
"(3, 5, 7, 11, 12)",0001010100011,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 5, 7, 10)",0001010100100,4,0.654320987654321,0.345679012345679,0.04,0.385679012345679
"(3, 5, 7, 10, 12)",0001010100101,5,0.6790123456790124,0.32098765432098764,0.05,0.3709876543209876
"(3, 5, 7, 10, 11)",0001010100110,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 5, 7, 10, 11, 12)",0001010100111,6,0.7901234567901234,0.2098765432098766,0.06,0.2698765432098766
"(3, 5, 7, 9)",0001010101000,4,0.7654320987654321,0.23456790123456794,0.04,0.2745679012345679
"(3, 5, 7, 9, 12)",0001010101001,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 5, 7, 9, 11)",0001010101010,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 5, 7, 9, 11, 12)",0001010101011,6,0.8148148148148148,0.18518518518518523,0.06,0.24518518518518523
"(3, 5, 7, 9, 10)",0001010101100,5,0.6790123456790124,0.32098765432098764,0.05,0.3709876543209876
"(3, 5, 7, 9, 10, 12)",0001010101101,6,0.7037037037037037,0.2962962962962963,0.06,0.3562962962962963
"(3, 5, 7, 9, 10, 11)",0001010101110,6,0.691358024691358,0.308641975308642,0.06,0.368641975308642
"(3, 5, 7, 9, 10, 11, 12)",0001010101111,7,0.8024691358024691,0.19753086419753085,0.07,0.26753086419753086
"(3, 5, 7, 8)",0001010110000,4,0.7037037037037037,0.2962962962962963,0.04,0.33629629629629626
"(3, 5, 7, 8, 12)",0001010110001,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 5, 7, 8, 11)",0001010110010,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 5, 7, 8, 11, 12)",0001010110011,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 5, 7, 8, 10)",0001010110100,5,0.7037037037037037,0.2962962962962963,0.05,0.34629629629629627
"(3, 5, 7, 8, 10, 12)",0001010110101,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 5, 7, 8, 10, 11)",0001010110110,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 5, 7, 8, 10, 11, 12)",0001010110111,7,0.7777777777777778,0.2222222222222222,0.07,0.2922222222222222
"(3, 5, 7, 8, 9)",0001010111000,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 5, 7, 8, 9, 12)",0001010111001,6,0.8024691358024691,0.19753086419753085,0.06,0.25753086419753085
"(3, 5, 7, 8, 9, 11)",0001010111010,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 5, 7, 8, 9, 11, 12)",0001010111011,7,0.8271604938271605,0.1728395061728395,0.07,0.2428395061728395
"(3, 5, 7, 8, 9, 10)",0001010111100,6,0.6666666666666666,0.33333333333333337,0.06,0.39333333333333337
"(3, 5, 7, 8, 9, 10, 12)",0001010111101,7,0.7777777777777778,0.2222222222222222,0.07,0.2922222222222222
"(3, 5, 7, 8, 9, 10, 11)",0001010111110,7,0.7530864197530864,0.24691358024691357,0.07,0.3169135802469136
"(3, 5, 7, 8, 9, 10, 11, 12)",0001010111111,8,0.8148148148148148,0.18518518518518523,0.08,0.26518518518518525
"(3, 5, 6)",0001011000000,3,0.5061728395061729,0.49382716049382713,0.03,0.5238271604938272
"(3, 5, 6, 12)",0001011000001,4,0.6790123456790124,0.32098765432098764,0.04,0.3609876543209876
"(3, 5, 6, 11)",0001011000010,4,0.691358024691358,0.308641975308642,0.04,0.348641975308642
"(3, 5, 6, 11, 12)",0001011000011,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 5, 6, 10)",0001011000100,4,0.5555555555555556,0.4444444444444444,0.04,0.4844444444444444
"(3, 5, 6, 10, 12)",0001011000101,5,0.6172839506172839,0.3827160493827161,0.05,0.4327160493827161
"(3, 5, 6, 10, 11)",0001011000110,5,0.6790123456790124,0.32098765432098764,0.05,0.3709876543209876
"(3, 5, 6, 10, 11, 12)",0001011000111,6,0.7654320987654321,0.23456790123456794,0.06,0.29456790123456794
"(3, 5, 6, 9)",0001011001000,4,0.6666666666666666,0.33333333333333337,0.04,0.37333333333333335
"(3, 5, 6, 9, 12)",0001011001001,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 5, 6, 9, 11)",0001011001010,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 5, 6, 9, 11, 12)",0001011001011,6,0.8271604938271605,0.1728395061728395,0.06,0.2328395061728395
"(3, 5, 6, 9, 10)",0001011001100,5,0.6790123456790124,0.32098765432098764,0.05,0.3709876543209876
"(3, 5, 6, 9, 10, 12)",0001011001101,6,0.691358024691358,0.308641975308642,0.06,0.368641975308642
"(3, 5, 6, 9, 10, 11)",0001011001110,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 5, 6, 9, 10, 11, 12)",0001011001111,7,0.7901234567901234,0.2098765432098766,0.07,0.2798765432098766
"(3, 5, 6, 8)",0001011010000,4,0.6419753086419753,0.3580246913580247,0.04,0.3980246913580247
"(3, 5, 6, 8, 12)",0001011010001,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 5, 6, 8, 11)",0001011010010,5,0.7283950617283951,0.2716049382716049,0.05,0.3216049382716049
"(3, 5, 6, 8, 11, 12)",0001011010011,6,0.7654320987654321,0.23456790123456794,0.06,0.29456790123456794
"(3, 5, 6, 8, 10)",0001011010100,5,0.6049382716049383,0.3950617283950617,0.05,0.4450617283950617
"(3, 5, 6, 8, 10, 12)",0001011010101,6,0.654320987654321,0.345679012345679,0.06,0.405679012345679
"(3, 5, 6, 8, 10, 11)",0001011010110,6,0.7901234567901234,0.2098765432098766,0.06,0.2698765432098766
"(3, 5, 6, 8, 10, 11, 12)",0001011010111,7,0.8271604938271605,0.1728395061728395,0.07,0.2428395061728395
"(3, 5, 6, 8, 9)",0001011011000,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 5, 6, 8, 9, 12)",0001011011001,6,0.7283950617283951,0.2716049382716049,0.06,0.3316049382716049
"(3, 5, 6, 8, 9, 11)",0001011011010,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 5, 6, 8, 9, 11, 12)",0001011011011,7,0.8024691358024691,0.19753086419753085,0.07,0.26753086419753086
"(3, 5, 6, 8, 9, 10)",0001011011100,6,0.6419753086419753,0.3580246913580247,0.06,0.4180246913580247
"(3, 5, 6, 8, 9, 10, 12)",0001011011101,7,0.7283950617283951,0.2716049382716049,0.07,0.34160493827160493
"(3, 5, 6, 8, 9, 10, 11)",0001011011110,7,0.7654320987654321,0.23456790123456794,0.07,0.30456790123456795
"(3, 5, 6, 8, 9, 10, 11, 12)",0001011011111,8,0.7901234567901234,0.2098765432098766,0.08,0.2898765432098766
"(3, 5, 6, 7)",0001011100000,4,0.6049382716049383,0.3950617283950617,0.04,0.4350617283950617
"(3, 5, 6, 7, 12)",0001011100001,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 5, 6, 7, 11)",0001011100010,5,0.7037037037037037,0.2962962962962963,0.05,0.34629629629629627
"(3, 5, 6, 7, 11, 12)",0001011100011,6,0.7901234567901234,0.2098765432098766,0.06,0.2698765432098766
"(3, 5, 6, 7, 10)",0001011100100,5,0.6666666666666666,0.33333333333333337,0.05,0.38333333333333336
"(3, 5, 6, 7, 10, 12)",0001011100101,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 5, 6, 7, 10, 11)",0001011100110,6,0.7160493827160493,0.28395061728395066,0.06,0.34395061728395065
"(3, 5, 6, 7, 10, 11, 12)",0001011100111,7,0.7654320987654321,0.23456790123456794,0.07,0.30456790123456795
"(3, 5, 6, 7, 9)",0001011101000,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 5, 6, 7, 9, 12)",0001011101001,6,0.7654320987654321,0.23456790123456794,0.06,0.29456790123456794
"(3, 5, 6, 7, 9, 11)",0001011101010,6,0.7407407407407407,0.2592592592592593,0.06,0.3192592592592593
"(3, 5, 6, 7, 9, 11, 12)",0001011101011,7,0.8148148148148148,0.18518518518518523,0.07,0.25518518518518524
"(3, 5, 6, 7, 9, 10)",0001011101100,6,0.7037037037037037,0.2962962962962963,0.06,0.3562962962962963
"(3, 5, 6, 7, 9, 10, 12)",0001011101101,7,0.7407407407407407,0.2592592592592593,0.07,0.3292592592592593
"(3, 5, 6, 7, 9, 10, 11)",0001011101110,7,0.7283950617283951,0.2716049382716049,0.07,0.34160493827160493
"(3, 5, 6, 7, 9, 10, 11, 12)",0001011101111,8,0.8271604938271605,0.1728395061728395,0.08,0.2528395061728395
"(3, 5, 6, 7, 8)",0001011110000,5,0.691358024691358,0.308641975308642,0.05,0.358641975308642
"(3, 5, 6, 7, 8, 12)",0001011110001,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 5, 6, 7, 8, 11)",0001011110010,6,0.7901234567901234,0.2098765432098766,0.06,0.2698765432098766
"(3, 5, 6, 7, 8, 11, 12)",0001011110011,7,0.8024691358024691,0.19753086419753085,0.07,0.26753086419753086
"(3, 5, 6, 7, 8, 10)",0001011110100,6,0.654320987654321,0.345679012345679,0.06,0.405679012345679
"(3, 5, 6, 7, 8, 10, 12)",0001011110101,7,0.7283950617283951,0.2716049382716049,0.07,0.34160493827160493
"(3, 5, 6, 7, 8, 10, 11)",0001011110110,7,0.7530864197530864,0.24691358024691357,0.07,0.3169135802469136
"(3, 5, 6, 7, 8, 10, 11, 12)",0001011110111,8,0.8024691358024691,0.19753086419753085,0.08,0.27753086419753087
"(3, 5, 6, 7, 8, 9)",0001011111000,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 5, 6, 7, 8, 9, 12)",0001011111001,7,0.7901234567901234,0.2098765432098766,0.07,0.2798765432098766
"(3, 5, 6, 7, 8, 9, 11)",0001011111010,7,0.7530864197530864,0.24691358024691357,0.07,0.3169135802469136
"(3, 5, 6, 7, 8, 9, 11, 12)",0001011111011,8,0.8024691358024691,0.19753086419753085,0.08,0.27753086419753087
"(3, 5, 6, 7, 8, 9, 10)",0001011111100,7,0.6790123456790124,0.32098765432098764,0.07,0.39098765432098764
"(3, 5, 6, 7, 8, 9, 10, 12)",0001011111101,8,0.7654320987654321,0.23456790123456794,0.08,0.31456790123456796
"(3, 5, 6, 7, 8, 9, 10, 11)",0001011111110,8,0.7654320987654321,0.23456790123456794,0.08,0.31456790123456796
"(3, 5, 6, 7, 8, 9, 10, 11, 12)",0001011111111,9,0.8024691358024691,0.19753086419753085,0.09,0.2875308641975308
"(3, 4)",0001100000000,2,0.48148148148148145,0.5185185185185186,0.02,0.5385185185185186
"(3, 4, 12)",0001100000001,3,0.7037037037037037,0.2962962962962963,0.03,0.3262962962962963
"(3, 4, 11)",0001100000010,3,0.7160493827160493,0.28395061728395066,0.03,0.3139506172839507
"(3, 4, 11, 12)",0001100000011,4,0.7654320987654321,0.23456790123456794,0.04,0.2745679012345679
"(3, 4, 10)",0001100000100,3,0.5802469135802469,0.41975308641975306,0.03,0.4497530864197531
"(3, 4, 10, 12)",0001100000101,4,0.6790123456790124,0.32098765432098764,0.04,0.3609876543209876
"(3, 4, 10, 11)",0001100000110,4,0.691358024691358,0.308641975308642,0.04,0.348641975308642
"(3, 4, 10, 11, 12)",0001100000111,5,0.7901234567901234,0.2098765432098766,0.05,0.2598765432098766
"(3, 4, 9)",0001100001000,3,0.654320987654321,0.345679012345679,0.03,0.375679012345679
"(3, 4, 9, 12)",0001100001001,4,0.7530864197530864,0.24691358024691357,0.04,0.28691358024691355
"(3, 4, 9, 11)",0001100001010,4,0.7654320987654321,0.23456790123456794,0.04,0.2745679012345679
"(3, 4, 9, 11, 12)",0001100001011,5,0.8148148148148148,0.18518518518518523,0.05,0.23518518518518522
"(3, 4, 9, 10)",0001100001100,4,0.6666666666666666,0.33333333333333337,0.04,0.37333333333333335
"(3, 4, 9, 10, 12)",0001100001101,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 4, 9, 10, 11)",0001100001110,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 4, 9, 10, 11, 12)",0001100001111,6,0.8024691358024691,0.19753086419753085,0.06,0.25753086419753085
"(3, 4, 8)",0001100010000,3,0.6172839506172839,0.3827160493827161,0.03,0.4127160493827161
"(3, 4, 8, 12)",0001100010001,4,0.7160493827160493,0.28395061728395066,0.04,0.32395061728395064
"(3, 4, 8, 11)",0001100010010,4,0.7283950617283951,0.2716049382716049,0.04,0.3116049382716049
"(3, 4, 8, 11, 12)",0001100010011,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 4, 8, 10)",0001100010100,4,0.6296296296296297,0.37037037037037035,0.04,0.41037037037037033
"(3, 4, 8, 10, 12)",0001100010101,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 4, 8, 10, 11)",0001100010110,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 4, 8, 10, 11, 12)",0001100010111,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 4, 8, 9)",0001100011000,4,0.691358024691358,0.308641975308642,0.04,0.348641975308642
"(3, 4, 8, 9, 12)",0001100011001,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 4, 8, 9, 11)",0001100011010,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 4, 8, 9, 11, 12)",0001100011011,6,0.8024691358024691,0.19753086419753085,0.06,0.25753086419753085
"(3, 4, 8, 9, 10)",0001100011100,5,0.6419753086419753,0.3580246913580247,0.05,0.4080246913580247
"(3, 4, 8, 9, 10, 12)",0001100011101,6,0.7530864197530864,0.24691358024691357,0.06,0.30691358024691356
"(3, 4, 8, 9, 10, 11)",0001100011110,6,0.8024691358024691,0.19753086419753085,0.06,0.25753086419753085
"(3, 4, 8, 9, 10, 11, 12)",0001100011111,7,0.8148148148148148,0.18518518518518523,0.07,0.25518518518518524
"(3, 4, 7)",0001100100000,3,0.6419753086419753,0.3580246913580247,0.03,0.38802469135802475
"(3, 4, 7, 12)",0001100100001,4,0.7777777777777778,0.2222222222222222,0.04,0.2622222222222222
"(3, 4, 7, 11)",0001100100010,4,0.7283950617283951,0.2716049382716049,0.04,0.3116049382716049
"(3, 4, 7, 11, 12)",0001100100011,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 4, 7, 10)",0001100100100,4,0.7037037037037037,0.2962962962962963,0.04,0.33629629629629626
"(3, 4, 7, 10, 12)",0001100100101,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 4, 7, 10, 11)",0001100100110,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 4, 7, 10, 11, 12)",0001100100111,6,0.8148148148148148,0.18518518518518523,0.06,0.24518518518518523
"(3, 4, 7, 9)",0001100101000,4,0.7283950617283951,0.2716049382716049,0.04,0.3116049382716049
"(3, 4, 7, 9, 12)",0001100101001,5,0.8148148148148148,0.18518518518518523,0.05,0.23518518518518522
"(3, 4, 7, 9, 11)",0001100101010,5,0.7777777777777778,0.2222222222222222,0.05,0.2722222222222222
"(3, 4, 7, 9, 11, 12)",0001100101011,6,0.8271604938271605,0.1728395061728395,0.06,0.2328395061728395
"(3, 4, 7, 9, 10)",0001100101100,5,0.6790123456790124,0.32098765432098764,0.05,0.3709876543209876
"(3, 4, 7, 9, 10, 12)",0001100101101,6,0.7530864197530864,0.24691358024691357,0.06,0.30691358024691356
"(3, 4, 7, 9, 10, 11)",0001100101110,6,0.7654320987654321,0.23456790123456794,0.06,0.29456790123456794
"(3, 4, 7, 9, 10, 11, 12)",0001100101111,7,0.8271604938271605,0.1728395061728395,0.07,0.2428395061728395
"(3, 4, 7, 8)",0001100110000,4,0.654320987654321,0.345679012345679,0.04,0.385679012345679
"(3, 4, 7, 8, 12)",0001100110001,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 4, 7, 8, 11)",0001100110010,5,0.7530864197530864,0.24691358024691357,0.05,0.29691358024691356
"(3, 4, 7, 8, 11, 12)",0001100110011,6,0.7901234567901234,0.2098765432098766,0.06,0.2698765432098766
"(3, 4, 7, 8, 10)",0001100110100,5,0.7037037037037037,0.2962962962962963,0.05,0.34629629629629627
"(3, 4, 7, 8, 10, 12)",0001100110101,6,0.7901234567901234,0.2098765432098766,0.06,0.2698765432098766
"(3, 4, 7, 8, 10, 11)",0001100110110,6,0.7530864197530864,0.24691358024691357,0.06,0.30691358024691356
"(3, 4, 7, 8, 10, 11, 12)",0001100110111,7,0.8024691358024691,0.19753086419753085,0.07,0.26753086419753086
"(3, 4, 7, 8, 9)",0001100111000,5,0.7654320987654321,0.23456790123456794,0.05,0.28456790123456793
"(3, 4, 7, 8, 9, 12)",0001100111001,6,0.8024691358024691,0.19753086419753085,0.06,0.25753086419753085
"(3, 4, 7, 8, 9, 11)",0001100111010,6,0.7777777777777778,0.2222222222222222,0.06,0.2822222222222222
"(3, 4, 7, 8, 9, 11, 12)",0001100111011,7,0.8271604938271605,0.1728395061728395,0.07,0.2428395061728395
"(3, 4, 7, 8, 9, 10)",0001100111100,6,0.6790123456790124,0.32098765432098764,0.06,0.38098765432098763
"(3, 4, 7, 8, 9, 10, 12)",0001100111101,7,0.7777777777777778,0.2222222222222222,0.07,0.2922222222222222
"(3, 4, 7, 8, 9, 10, 11)",0001100111110,7,0.7530864197530864,0.24691358024691357,0.07,0.3169135802469136
"(3, 4, 7, 8, 9, 10, 11, 12)",0001100111111,8,0.8271604938271605,0.1728395061728395,0.08,0.2528395061728395
"(3, 4, 6)",0001101000000,3,0.5925925925925926,0.40740740740740744,0.03,0.43740740740740747
"(3, 4, 6, 12)",0001101000001,4,0.7407407407407407,0.2592592592592593,0.04,0.2992592592592593
"(3, 4, 6, 11)",0001101000010,4,0.7407407407407407,0.2592592592592593,0.04,0.2992592592592593
"(3, 4, 6, 11, 12)",0001101000011,5,0.7901234567901234,0.2098765432098766,0.05,0.2598765432098766
"(3, 4, 6, 10)",0001101000100,4,0.6049382716049383,0.3950617283950617,0.04,0.4350617283950617
"(3, 4, 6, 10, 12)",0001101000101,5,0.7407407407407407,0.2592592592592593,0.05,0.3092592592592593
"(3, 4, 6, 10, 11)",0001101000110,5,0.7160493827160493,0.28395061728395066,0.05,0.33395061728395065
"(3, 4, 6, 10, 11, 12)",0001101000111,6,0.8148148148148148,0.18518518518518523,0.06,0.24518518518518523
"(3, 4, 6, 9)",0001101001000,4,0.691358024691358,0.308641975308642,0.04,0.348641975308642
"(3, 4, 6, 9, 12)",0001101001001,5,0.8024691358024691,0.19753086419753085,0.05,0.24753086419753084
"(3, 4, 6, 9, 11)",0001101001010,5,0.7901234567901234,0.2098765432098766,0.05,0.2598765432098766
"(3, 4, 6, 9, 11, 12)",0001101001011,6,0.8518518518518519,0.14814814814814814,0.06,0.20814814814814814
"(3, 4, 6, 9, 10)",0001101001100,5,0.7037037037037037,0.2962962962962963,0.05,0.34629629629629627
